PrjName;Filter;RecordNo;AgentId;AgentUserName;PhoneNo;Language;LtCallDt;LtCallWd;LtCallST;CallDurS;CallDurM;LtQuestF;CallCnt;LtCallR;WaveNo;Priority;DialingMode;ResCompleted;IntLevel;ResTimeZone;CallNotes;RestrictionOverride;ResTimeSlot;LtCaseR;CyclePhoneNumber;ManualDialing;LANG;NAME;INT01;N1;N2_1;RegionA;R1;SCREE;T1;X1;INT10;X2a;X2b;X3M1;X3M2;X3M3;X3M4;X3M5;X3M6;X3M7;X3M8;X3M9;X3M10;X4M1;X4M2;X4M3;X4M4;X4M5;X4M6;X4M7;X4M8;X4M9;X4M10;X5M1;X5M2;X5M3;X5M4;X5M5;X5M6;X5M7;X5M8;X5M9;X5M10;X6M1;X6M2;X6M3;X6M4;X6M5;X6M6;X6M7;X6M8;X6M9;X6M10;X7M1;X7M2;X7M3;X7M4;X7M5;X7M6;X7M7;X7M8;X7M9;X7M10;X8M1;X8M2;X8M3;X8M4;X8M5;X8M6;X8M7;X8M8;X8M9;X8M10;X9M1;X9M2;X9M3;X9M4;X9M5;X9M6;X9M7;X9M8;X9M9;X9M10;X10M1;X10M2;X10M3;X11_1;X11_2;X11_3;X11_4;X11_5;X11_6;X11_7;X11_8;X11_9;X11_10;X12;X13;X14;RAUS;BYE;VOLL;INT;SQ;F6;PR_CODE;REG;DISTR;SETTL;IMPOR;TEL1;TEL2;TEL3;LSURN;LNAME;TEL4;TEL5;LSURN2;LNAME2;TEL6;TEL7;LSURN3;LNAME3;TEL8;RESPONDENT;TEL9;NOTE;KORR;F7;QN1;QN2;QN3;QN4;QN5;F8;QN6;QN7;QN8;F11;CB
Grupa.1;1;1430;61;Agent.11;284616266;1;20210805;5;14:02:00;1216;20;462;6;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091209;;;58;101;;3 500,00;3200;103;108;101;102;106;;;;;;102;103;104;106;107;110;;;;;3;5;2;1;;3;3;1;;1;101;102;103;105;;;;;;;101;103;104;;;;;;;;4;5;5;1;4;4;4;3;4;2;2;4;4;;3;;;;;;102;110;;8;8;1;1;9;9;1;1;3;2;1971;104;105;;99;100;CO;;;755101;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1438;61;Agent.11;735233172;1;20210810;3;14:22:00;548;9;462;18;CO;17;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091219;;;88;101;;200;200;999;;;;;;;;;;103;104;107;108;109;;;;;;;;3;3;;;3;4;1;;101;102;103;104;105;106;107;108;;;101;103;104;105;108;109;;;;;2;5;5;3;4;4;1;4;1;4;5;2;2;2;2;3;1;3;;;105;;;7;8;9;2;4;8;9;7;1;8;1981;103;102;;99;100;CO;;;387796;;;;;;;;;;;;;;;;;;;;;;1;;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesuada a c;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesua;sapien. condimentum. convallis Praesent quam sed scelerisque. metus, euismod a laoreet quis pellentesque Fusce malesua;;;;;;;;2,02E+11
Grupa.1;1;1439;114;Agent.13;142404867;1;20210730;6;14:40:00;1844;31;462;4;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091239;;;154;101;;35,6;35,6;115;108;114;112;117;;;;;;103;105;106;;;;;;;;;;1;;2;1;;2;;;101;102;103;110;;;;;;;101;102;103;104;106;;;;;;2;4;3;2;3;4;1;4;1;5;1;3;3;;;;;;;4;108;;;1;8;6;9;8;10;1;2;10;4;1969;103;103;;99;100;CO;;;844683;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1440;59;Agent.10;924074570;1;20210809;2;11:07:00;2008;33;462;7;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091245;;;256;101;;100,1;100,1;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;102;103;104;106;107;;;;;102;103;104;107;108;110;;;;;5;4;1;5;2;4;2;2;1;3;5;5;3;2;;3;2;;;;104;;;8;3;10;8;8;4;4;3;3;9;1982;104;103;;99;100;CO;;;539998;;;;;835687915;;;;;;;;;;;;;;;;;1;;amet adipiscing eu lorem. per natoque auctor mattis habitasse a lobortis libero velit, erat Fusce tincidunt blandit mattis e;amet adipiscing eu lorem. per natoque auctor mattis habitasse a lobortis libero velit, erat Fusce tincidunt blandit ma;;;;;;;;;2,02E+11
Grupa.1;1;1450;47;Agent.03;337113428;1;20210805;5;15:15:00;2266;38;462;7;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091257;;;83;101;;20;20;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;2;3;4;4;1;2;3;4;;;101;102;103;105;106;107;;;;;102;104;109;110;;;;;;;1;5;5;4;1;4;4;2;4;4;1;3;4;;2;3;2;;;;101;109;110;2;9;6;4;3;10;6;4;7;5;1972;104;103;;99;100;CO;;;448733;;;;;;;;;;;;;;;;;;;;;;1;;lectus, Proin litora dui ornare luctus, sed turpis vel vitae condimentum libero sit suscipit non ut vestibulum ut nec adipis;;;;;;;;;;2,02E+11
Grupa.1;1;1462;57;Agent.09;830212371;1;20210730;6;13:38:00;0;0;462;6;CO;1;0;0;1;0;0;;0;0;;1;0;PL;;JA;;;32091292;;;48;101;;5;5;101;108;;;;;;;;;101;103;104;105;106;107;108;;;;4;;1;2;2;4;3;3;;;101;102;103;105;106;;;;;;101;103;;;;;;;;;1;2;5;1;5;5;4;1;2;1;3;3;2;;1;5;;;;;101;;;2;7;0;8;10;9;9;6;3;4;1975;104;101;;99;100;CO;;;509255;;;;;868138850;;;;;;;;;;;;;;;;;1;;tellus vitae Phasellus non In Class eleifend condimentum leo. eu nulla volutpat, odio id, non Donec convallis dui a diam;;;;;;;;;;2,02E+11
Grupa.1;1;1475;57;Agent.09;509173483;1;20210729;5;14:56:00;1741;29;461;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091322;;;133;101;;220;220;108;105;;;;;;;;;102;104;105;;;;;;;;;4;;2;2;;;2;;;101;102;103;106;108;;;;;;102;103;104;105;106;;;;;;5;1;4;3;4;3;3;4;1;1;2;5;4;;;3;;4;;;103;;;9;10;5;1;1;10;3;3;8;2;1977;103;103;;99;100;CO;;;424463;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1485;63;Agent.12;219650770;1;20210804;4;15:08:00;1444;24;462;8;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091334;;;90;101;;28;28;115;;;;;;;;;;103;104;106;107;;;;;;;;;5;5;;5;3;;;;101;103;106;107;108;;;;;;101;102;106;107;;;;;;;5;5;5;5;3;4;4;4;4;4;4;;1;;;1;5;2;;;107;106;;9;7;4;9;9;9;7;7;6;7;1982;103;103;;99;100;CO;;;311793;;;;;796205141;;;;;;;;;;;;;;;;;1;;pretium commodo, scelerisque vestibulum et dictum quis Aliquam tincidunt tincidunt orci. lorem. euismod et sollicitudin vita;;;;;;;;;;2,02E+11
Grupa.1;1;1486;51;Agent.05;728338675;1;20210804;4;13:55:00;1770;30;462;5;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091338;;;68;101;;1 000,00;1000;117;;;;;;;;;;102;103;105;106;107;109;;;;;;2;4;;2;2;5;;2;;101;102;105;106;109;;;;;;101;104;106;109;110;;;;;;5;1;4;3;4;3;1;4;4;5;2;5;;;2;3;;;1;;106;;;9;9;8;3;10;8;9;5;3;3;1987;104;104;;99;100;CO;;;277990;;;;;819935815;;;;;;;;;;;;;;;;;1;;suscipit faucibus tortor eu convallis himenaeos. euismod lacinia. quam et molestie non sagittis;;;;;;;;;;2,02E+11
Grupa.1;1;1490;63;Agent.12;794777877;1;20210730;6;17:04:00;1499;25;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091415;;;76;101;;110;110;108;101;;;;;;;;;102;104;106;107;;;;;;;1;5;;2;;4;4;2;;;101;102;103;105;;;;;;;101;102;103;105;106;107;108;;;;1;5;1;4;1;4;5;3;1;2;2;3;3;;4;;;;;;106;105;;8;2;9;3;8;9;10;3;5;8;1973;103;105;;99;100;CO;;;868152;;;;;;;;;;;;;;;;;;;;;;1;;nascetur In Orci laoreet interdum convallis ornare at orci quis inceptos egestas interdum amet, sit platea porta vehicula. a;;;;;;;;;;2,02E+11
Grupa.1;1;1491;51;Agent.05;143201168;1;20210730;6;10:13:00;2618;44;462;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091418;;;91;101;;100;100;108;105;;;;;;;;;101;102;103;104;105;106;107;108;;;2;3;3;3;4;2;1;4;;;101;102;103;104;106;107;;;;;101;102;104;105;106;107;108;;;;4;4;5;4;1;3;1;4;3;3;2;4;4;5;;2;5;;;;107;103;;9;8;10;8;5;8;9;5;6;8;1968;104;104;;99;100;CO;;;783514;;;;;;;;;;;;;;;;;;;;;;;;taciti sapien. est Fusce lacinia. justo porttitor taciti Sed in condimentum quam Fusce sit ultrices, Fusce euismod aliquam.;;;;;;;;;;
Grupa.1;1;1501;63;Agent.12;861022831;1;20210802;2;14:14:00;1705;28;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091426;;;55;101;;154;154;104;114;105;108;;;;;;;102;103;104;107;;;;;;;;2;4;5;1;;2;1;;;101;102;103;105;106;107;;;;;103;104;;;;;;;;;2;1;3;1;5;2;4;2;2;2;1;4;5;;5;5;5;;;;101;105;107;9;8;10;6;7;9;3;4;6;8;1966;104;105;;99;100;CO;;;613483;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1504;47;Agent.03;980095875;1;20210730;6;11:17:00;392;7;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091432;;;384;101;;103;103;999;;;;;;;;;;101;102;103;104;105;107;;;;;4;5;2;4;3;;5;;;;103;105;106;107;109;110;;;;;101;102;105;107;;;;;;;1;5;4;3;3;1;4;5;3;1;;;4;;2;1;5;;2;5;109;102;107;8;6;8;1;3;8;9;4;7;5;1967;104;102;;99;100;CO;;;462665;;;;;652566598;;;;;;;;;;;;;;;;;1;;aliquam. mus. Suspendisse Fusce id vehicula. Cras suscipit vestibulum nisi. Etiam ut In id aliquet, sit eu hac consequat sap;;;;;;;;;;2,02E+11
Grupa.1;1;1508;63;Agent.12;847593477;1;20210802;2;11:35:00;3445;57;462;4;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091434;;;1337;101;;165;165;108;101;104;103;;;;;;;101;102;103;104;105;106;107;108;;;3;3;2;3;5;1;4;2;;;101;102;103;104;105;106;107;108;;;101;103;104;105;106;107;108;;;;5;5;5;4;1;4;4;1;2;4;5;3;3;1;5;4;2;3;;;110;106;;6;4;9;9;6;10;9;1;10;5;1976;104;103;;99;100;CO;;;977776;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1514;114;Agent.13;626571056;1;20210812;5;15:35:00;2458;41;462;11;CO;8;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091444;;;45;101;;30,5;30,5;108;107;102;113;118;112;106;;;;101;102;103;104;105;106;107;108;;;4;5;4;5;1;1;5;4;;;101;102;103;104;105;106;108;;;;102;103;105;108;;;;;;;5;4;4;5;4;4;1;4;3;2;4;5;2;1;4;4;;1;;;104;;;10;8;9;4;6;8;9;5;4;7;1989;104;104;;99;100;CO;;;480554;;;;;;;;;;;;;;;;;;;;;;1;;metus, conubia ad egestas maximus euismod porta et scelerisque tortor velit et laoreet lacinia lorem. nec eu himenaeos.;;;;;;;;;;2,02E+11
Grupa.1;1;1540;114;Agent.13;311163567;1;20210812;5;16:17:00;97;2;462;6;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091481;;;28;101;;370;370;104;114;106;108;;;;;;;101;102;104;105;106;108;109;;;;1;4;;4;2;2;;2;1;;102;103;104;105;107;;;;;;101;102;105;106;;;;;;;5;4;4;3;2;3;5;4;4;5;;3;1;2;5;;5;;;;108;107;;5;7;2;9;7;9;10;9;7;4;1954;104;104;;99;100;CO;;;660271;;;;;384407444;;;;;;;;;;;;;;;;;1;;orci montes, gravida nulla tortor Class Vivamus nisl et et eu quis sociosqu enim Integer vitae in Cras bibendum bibendum non;;;;;;;;;;2,02E+11
Grupa.1;1;1562;45;Agent.02;352832229;1;20210809;2;14:38:00;1978;33;462;9;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091552;;;438;101;;8;8;108;;;;;;;;;;103;104;105;106;107;;;;;;;;1;3;4;5;1;4;;;101;102;104;106;108;109;;;;;103;105;108;109;;;;;;;1;4;5;5;3;4;4;5;2;3;5;1;;2;;1;;1;1;;102;110;;10;2;8;5;0;6;1;8;6;8;1988;103;104;;99;100;CO;;;104399;;;;;824312073;;;;;;;;;;;;;;;;;1;;euismod metus, non lacinia tellus massa. non viverra libero porttitor pellentesque id, leo Donec aliquam. libero est. mi lac;;;;;;;;;;2,02E+11
Grupa.1;1;1583;53;Agent.06;394586955;1;20210802;2;10:40:00;1579;26;462;3;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091623;;;47;101;;65,1;65,1;108;106;101;114;105;;;;;;103;104;105;106;107;;;;;;3;;3;5;2;2;2;3;;;101;103;105;106;107;;;;;;101;102;103;105;106;108;;;;;3;5;3;4;4;2;1;4;2;1;4;;5;;3;2;1;;;;105;106;;10;10;5;4;3;7;5;1;7;6;1983;104;102;;99;100;CO;;;840542;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1589;53;Agent.06;936185655;1;20210730;6;13:35:00;1659;28;462;2;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091639;;;86;101;;75;75;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;2;2;2;2;2;5;5;4;;;101;102;103;104;105;106;107;;;;102;104;106;108;109;110;;;;;4;5;5;2;4;3;4;5;1;1;5;2;5;4;1;4;3;;;;107;108;104;7;4;3;6;6;9;9;10;2;5;1978;104;104;;99;100;CO;;;598617;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1593;55;Agent.07;219248321;1;20210730;6;11:45:00;2005;33;462;1;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091662;;;487;101;;55,3;55,3;109;;;;;;;;;;103;104;105;106;107;;;;;;;;2;5;2;3;5;;4;;101;102;103;104;108;109;110;;;;101;103;104;105;106;107;108;;;;4;5;4;2;4;3;4;5;5;1;3;5;3;1;;;;3;3;1;109;;;9;5;8;6;0;7;3;7;1;10;1980;104;103;;99;100;CO;;;431657;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1599;45;Agent.02;234593958;1;20210804;4;10:37:00;2036;34;462;9;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091668;;;9;101;;2 774,00;2774;114;101;;;;;;;;;101;102;103;104;106;107;;;;;2;3;3;4;;2;3;;;;101;102;103;105;106;107;108;;;;103;107;109;110;;;;;;;1;4;4;5;5;4;4;4;2;4;5;1;3;;5;1;2;5;;;104;102;;2;1;1;9;7;9;9;10;7;9;1988;104;105;;99;100;CO;;;738074;;;;;362577786;;;;;;;;;;;;;;;;;1;;vel orci pretium sagittis. Cras faucibus sagittis per sit malesuada est, litora elementum, elit. cursus viverra nec non comm;;;;;;;;;;2,02E+11
Grupa.1;1;1605;57;Agent.09;470348337;1;20210810;3;11:05:00;1282;21;462;12;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091683;;;80;101;;85;85;999;;;;;;;;;;102;103;104;105;106;107;;;;;;4;2;2;1;3;4;;;;101;102;103;105;106;108;;;;;101;102;106;107;;;;;;;3;5;5;3;1;3;2;4;1;1;1;2;3;;5;4;;5;;;101;103;;9;3;6;8;10;7;9;9;7;1;1956;104;103;;99;100;CO;;;923801;;;;;7106954;;;;;;;;;;;;;;;;;1;;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridiculus n;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt ridic;Integer laoreet vitae varius Phasellus in sapien. consectetur euismod malesuada Etiam erat sed In quam tincidunt r;;;;;;;2,02E+11
Grupa.1;1;1612;53;Agent.06;219776978;1;20210730;6;13:32:00;99;2;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091692;;;62;101;;62;62;104;114;106;108;;;;;;;110;;;;;;;;;;;;;2;;4;;1;;1;101;102;105;106;107;;;;;;102;105;106;108;109;;;;;;5;4;1;5;4;2;4;4;4;5;5;1;;;3;3;4;;;;107;110;;8;5;1;1;2;8;2;8;7;1;1958;104;102;;99;100;CO;;;961340;;;;;852364800;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1626;45;Agent.02;575849639;1;20210812;5;14:39:00;1670;28;462;9;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091708;;;73;101;;36;36;108;102;101;105;;;;;;;101;103;104;105;109;;;;;;3;2;5;2;5;;;2;4;;101;102;103;104;105;106;107;;;;101;102;103;104;105;106;108;;;;5;1;1;4;5;3;3;2;3;2;2;5;4;4;3;3;3;;;;101;103;;8;7;1;7;8;4;10;8;2;4;1965;104;104;;99;100;CO;;;636724;;;;;;;;;;;;;;;;;;;;;;1;;leo. sit elit id placerat. odio tortor dis;;;;;;;;;;2,02E+11
Grupa.1;1;1634;61;Agent.11;886543605;1;20210803;3;15:22:00;3466;58;462;5;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091750;;;814;101;;15;15;108;116;101;105;106;;;;;;;;;;;;;;;;2;;;;2;4;;5;;;101;102;103;104;105;106;107;108;;;101;103;104;105;106;107;108;;;;2;5;5;5;4;4;2;2;3;3;4;3;3;4;1;3;5;1;;;110;108;104;6;8;8;8;8;9;9;7;10;4;1997;104;103;;99;100;CO;;;485919;;;;;41356262;;;;;;;;;;;;;;;;;1;;luctus, sagittis. vel In et Phasellus est, orci. ipsum, Fusce lacinia vulputate quam tincidunt lorem. Praesent vitae element;;;;;;;;;;2,02E+11
Grupa.1;1;1649;114;Agent.13;311484453;1;20210805;5;10:03:00;1012;17;462;9;CO;9;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32091773;;;4;101;;53;53;101;105;106;;;;;;;;;;;;;;;;;;4;;;;1;5;;;;;101;103;107;108;;;;;;;101;103;104;105;106;107;;;;;3;5;5;5;5;4;4;3;1;5;3;;1;;;;2;5;;;106;108;103;3;10;9;1;7;8;5;7;4;8;1989;104;104;;99;100;CO;;;840284;;;;;881776735;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;2,02E+11
Grupa.1;1;1654;55;Agent.07;881392194;1;20210802;2;10:33:00;1802;30;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091846;;;112;101;;230;230;104;108;101;115;117;102;105;;;;101;102;103;104;105;106;107;;;;5;3;3;4;3;3;4;5;;;101;102;104;105;106;107;;;;;101;102;103;104;108;;;;;;5;1;5;5;5;3;2;4;1;1;4;4;;1;3;2;2;;;;101;;;4;7;7;6;9;4;8;2;6;9;1968;104;104;;99;100;CO;;;807915;;;;;;;;;;;;;;;;;;;;;;1;;Fusce Vivamus Fusce euismod a in dui lacinia condimentum et sollicitudin eu per pretium Phasellus neque Cras sociosqu dolor;;;;;;;;;;
Grupa.1;1;1664;63;Agent.12;12723154;1;20210803;3;15:17:00;1495;25;462;8;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32091916;;;77;101;;43;43;105;101;108;102;;;;;;;;;;;;;;;;;3;3;;;4;;;3;;;101;102;103;104;105;107;;;;;101;102;103;104;106;107;;;;;2;3;4;5;4;4;2;4;5;4;2;2;4;2;4;;1;;;;106;;;1;3;5;0;4;8;3;10;4;3;1966;104;104;;99;100;CO;;;361788;;;;;;673905804;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1672;55;Agent.07;597374344;1;20210730;6;14:51:00;1316;22;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32092021;;;334;101;;300;300;108;101;102;106;;;;;;;;;;;;;;;;;2;2;;;;2;;5;;;101;103;104;105;106;107;;;;;102;103;104;105;107;;;;;;5;5;4;4;3;4;1;4;4;2;4;;3;5;1;3;3;;;;103;107;;10;8;1;4;8;10;8;2;4;1;1955;104;104;;99;100;CO;;;223283;;;;;;;;;;;;;;;;;;;;;;1;;lorem. at neque, eget Pellentesque consectetur consectetur. erat ac ad consectetur elit. in torquent Class per elit. eu conu;;;;;;;;;;2,02E+11
Grupa.1;1;1674;114;Agent.13;869770286;1;20210805;5;13:55:00;1571;26;462;4;CO;3;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092025;;;155;101;;100;100;102;101;;;;;;;;;101;102;103;104;105;106;107;108;;;3;5;3;2;4;3;2;4;;;101;102;103;104;105;106;109;;;;101;102;103;104;105;107;;;;;1;5;5;5;5;5;3;1;3;4;3;5;1;4;3;2;;;5;;107;103;;1;6;3;8;1;5;10;9;2;9;1977;104;102;;99;100;CO;;;989213;;;;;144151367;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1692;114;Agent.13;255726335;1;20210802;2;10:48:00;1402;23;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092084;;;74;101;;80;80;108;101;102;105;;;;;;;101;102;103;105;106;107;108;109;;;2;2;1;;2;4;1;3;2;;102;103;105;108;110;109;;;;;102;103;104;105;106;107;108;;;;1;4;2;5;3;4;3;4;3;4;;1;2;;3;;;1;4;4;110;107;106;5;8;3;8;4;7;8;2;4;3;1966;104;104;;99;100;CO;;;636748;;;;;683693351;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1697;61;Agent.11;867451355;1;20210802;2;11:19:00;2166;36;462;2;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092122;;;266;101;;141;141;999;;;;;;;;;;102;103;104;105;106;107;108;;;;;2;2;2;2;4;1;2;;;101;103;104;105;106;108;;;;;101;108;109;110;;;;;;;1;5;3;5;4;2;4;2;5;5;5;;3;1;5;4;;1;;;110;;;3;8;2;3;1;4;10;9;2;2;1962;104;103;;99;100;CO;;;217589;;;;;221155952;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
Grupa.1;1;1716;57;Agent.09;202177027;1;20210804;4;09:37:00;1550;26;462;4;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092179;;;223;101;;102;102;113;;;;;;;;;;102;105;106;107;;;;;;;;3;;;5;3;2;;;;101;102;103;104;105;106;108;;;;101;102;103;104;106;;;;;;5;3;3;3;5;2;1;4;5;999;2;4;5;2;3;1;;4;;;107;105;;10;9;1;3;9;3;9;8;8;10;1991;104;105;;99;100;CO;;;350832;;;;;;;;;;;;;;;;;;;;;;1;;non blandit Sed vestibulum Phasellus litora bibendum orci commodo turpis, suscipit Cras volutpat, volutpat, ad id Cras dictu;;;;;;;;;;2,02E+11
Grupa.1;1;1729;51;Agent.05;425410047;1;20210803;3;12:28:00;903;15;462;6;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092245;;;45;101;;450;450;108;101;;;;;;;;;103;104;105;106;107;108;;;;;3;;2;2;4;4;4;3;;;101;102;103;105;106;107;109;;;;101;102;103;105;108;;;;;;1;5;2;5;1;3;1;2;5;4;2;5;2;;5;1;1;;3;;105;110;107;8;6;7;6;7;9;6;7;6;9;1997;104;105;;99;100;CO;;;208245;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
Grupa.1;1;1733;57;Agent.09;863884628;1;20210809;2;14:28:00;1268;21;462;5;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092252;;;57;101;;50;50;114;108;;;;;;;;;102;103;104;107;108;;;;;;;2;3;2;;;1;2;;;101;102;103;104;107;108;;;;;102;103;104;106;107;108;;;;;5;5;3;5;5;3;1;3;3;4;5;4;2;2;;;2;1;;;109;;;9;4;3;6;1;2;3;8;9;8;1981;104;105;;99;100;CO;;;871662;;;;;;;;;;;;;;;;;;;;;;1;;Pellentesque suscipit eget, dolor felis, litora nisi. et euismod et vestibulum sollicitudin enim vulputate eleifend commodo;Pellentesque suscipit eget, dolor felis, litora nisi. et euismod et vestibulum sollicitudin enim vulputate eleifend co;;;;;;;;;2,02E+11
Grupa.1;1;1739;57;Agent.09;728401061;1;20210811;4;10:39:00;2002;33;462;8;W0;5;0;0;1;0;0;;0;0;W0;1;0;PL;;JA;;;32092268;;;28;101;;65,5;65,5;112;105;108;102;;;;;;;101;103;104;106;107;109;;;;;5;3;1;1;3;4;3;4;5;;101;102;104;105;106;107;;;;;101;102;103;104;105;;;;;;1;2;999;5;3;2;1;4;1;1;2;3;;2;1;4;4;;;;102;105;;1;6;0;0;7;9;4;3;6;8;1994;104;102;;99;100;CO;;;489907;;;;;632114426;;;;;;;;;;;;;;;;;1;;interdum at dapibus ultrices, mauris sem Fusce elementum, Lorem Cras tempus egestas nec est. sed Mauris neque nascetur quam;interdum at dapibus ultrices, mauris sem Fusce elementum, Lorem Cras tempus egestas nec est. sed Mauris neque nascetur;;;;;;;;;2,02E+11
Grupa.1;1;1749;57;Agent.09;815562674;1;20210803;3;17:38:00;1459;24;462;5;CO;2;0;0;1;0;0;;0;0;CO;1;0;PL;;LQ;;;32092294;;;75;101;;1 200,00;1200;999;;;;;;;;;;101;102;103;104;105;106;107;108;;;3;2;1;2;4;2;2;1;;;101;102;104;107;;;;;;;101;102;103;104;105;;;;;;1;2;5;4;4;2;1;2;5;3;2;5;;3;;;3;;;;109;;;9;4;8;4;2;10;2;3;9;8;1986;104;103;;99;100;CO;;;617540;;;;;;;;;;;;;;;;;;;;;;1;;eget erat Fusce magnis ornare sed sed adipiscing Donec est. lectus sociosqu posuere. placerat. ipsum pretium sapien turpis l;eget erat Fusce magnis ornare sed sed adipiscing Donec est. lectus;;;;;;;;;2,02E+11
Grupa.1;1;1767;45;Agent.02;917518015;1;20210804;4;17:06:00;1493;25;462;3;CO;1;0;0;1;0;0;;0;0;CO;1;0;PL;;JA;;;32092312;;;89;101;;146;146;108;101;102;106;;;;;;;104;105;109;110;;;;;;;2;3;;3;4;4;;4;4;1;101;102;103;104;105;106;107;108;;;101;102;103;105;106;;;;;;5;4;4;5;3;5;4;1;3;1;3;1;4;1;4;2;2;4;;;105;104;106;9;3;7;8;6;9;8;10;6;3;1986;104;105;;99;100;CO;;;627156;;;;;722916166;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;2,02E+11
